"KO","STN","Pvalue","30L1","30L2","30L3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","30L1_log","30L2_log","30L3_log","30R1_log","30R2_log","30R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression"
"K19267",-1.29374097038262,0.00904738562091503,0,0,0,8.6608,9.6063,5.5229,"NAD(P)H azoreductase","NAD(P)H-binding protein","","","","","NAD(P)H dehydrogenase (quinone) ",0,0,0,3.27214266196418,3.40684955579444,2.70551351130368,7.93,0,3.1281685763541,0,-3.1281685763541,2.04347689863363,"Downregulated"
"K21919",-1.47490627323129,0.00604248366013072,3.9422,0,0,9.623,12.2262,8.8366,"Pentapeptide repeat protein Rfr32;Secreted effector protein PipB2","conserved hypothetical protein;pentapeptide repeat-containing protein","","","","","BTB/POZ domain-containing protein KCTD9",2.30515339455375,0,0,3.40911934444999,3.72532671745427,3.29815973723413,10.2286,1.31406666666667,3.47753526637946,0.768384464851251,-2.70915080152821,2.21878451532241,"Downregulated"
"K22405",-2.76785488197284,0.000426470588235294,0,0,0,18.2842,18.3397,15.4641,"Putative diflavin flavoprotein A 5;Diflavin flavoprotein A 1","flavin reductase",";Flavin reductase","","GO:0009055;GO:0010181;GO:0016646","electron transfer activity;FMN binding;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","NADH oxidase (H2O-forming) ",0,0,0,4.26934739226849,4.27349351059823,4.04125174493025,17.3626666666667,0,4.19469754926566,0,-4.19469754926566,3.37011091480728,"Downregulated"
"K24259",-1.6313974115509,0.00435947712418301,0,0,0,8.6608,12.226,8.8366,"hypothetical protein","N-acetyl sugar amidotransferase","","","","","putative aminotransferase",0,0,0,3.27214266196418,3.72530490157444,3.29815973723413,9.9078,0,3.43186910025758,0,-3.43186910025758,2.36056559690105,"Downregulated"
"LKDHAOIP_00006",2.02005306742624,0.00139705882352947,19.711,27.782,18.545,8.6608,7.8597,6.6275,"hypothetical protein","hypothetical protein","","","","","hypothetical protein",4.37232530852358,4.84709494026056,4.28872767951457,3.27214266196418,3.14725784823403,2.93121027480393,7.716,22.0126666666667,3.11687026166738,4.50271597609957,1.38584571443219,2.85478530741737,"Upregulated"
"LKDHAOIP_00015",-1.37770551775936,0.00775490196078431,0,0,0,6.7362,5.2398,13.255,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein",0,0,0,2.95162509254981,2.64149978812081,3.83339613416323,8.41033333333333,0,3.14217367161128,0,-3.14217367161128,2.11042368826424,"Downregulated"
"LKDHAOIP_00219",-2.19991962734995,0.00116339869281046,0,0,0,10.585,12.226,17.673,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein",0,0,0,3.5341861390901,3.72530490157444,4.2228818241349,13.4946666666667,0,3.82745762159981,0,-3.82745762159981,2.9342714285087,"Downregulated"
"LKDHAOIP_00574",-1.73035573528192,0.0035702614379085,12.812,0,16.593,20.208,25.326,24.301,"hypothetical protein","MBL fold metallo-hydrolase","","","","","hypothetical protein",3.7878503341913,0,4.13692961044789,4.40653667020517,4.71841642832791,4.66112250219943,23.2783333333333,9.80166666666667,4.5953585335775,2.64159331487973,-1.95376521869777,2.44729998083912,"Downregulated"
"LKDHAOIP_00605",-1.44619701371491,0.00651797385620915,4.9277,0,0,11.548,11.353,8.8366,"hypothetical protein","DUF3352 domain-containing protein","","","","","hypothetical protein",2.56747243491361,0,0,3.64938552918152,3.62678954637581,3.29815973723413,10.5792,1.64256666666667,3.52477827093049,0.855824144971202,-2.66895412595928,2.18588738583572,"Downregulated"
"LKDHAOIP_00700",2.17615350095991,0.00121405228758165,20.696,22.95,24.402,6.7362,5.2398,9.9412,"hypothetical protein","DUF805 domain-containing protein","Uncharacterized protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","hypothetical protein",4.43935717847426,4.58195375084882,4.66687018544739,2.95162509254981,2.64149978812081,3.45169907242434,7.30573333333333,22.6826666666667,3.01494131769832,4.56272703825682,1.5477857205585,2.915762608385,"Upregulated"
"LKDHAOIP_00983",-1.38498885485018,0.00764052287581699,0,0,0,8.6608,7.8597,8.8366,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein",0,0,0,3.27214266196418,3.14725784823403,3.29815973723413,8.45236666666667,0,3.23918674914411,0,-3.23918674914411,2.11687691965576,"Downregulated"
"LKDHAOIP_01514",-3.95752326701483,3.26797385620915e-05,0,0,0,25.02,30.565,23.196,"hypothetical protein","IMS domain-containing protein","","","","","hypothetical protein",0,0,0,4.70154905694307,4.98025384598826,4.59669666068723,26.2603333333333,0,4.75949985453952,0,-4.75949985453952,4.48572142648158,"Downregulated"
"LKDHAOIP_01543",-3.03500560878035,0.000400326797385621,8.8698,0,9.7607,21.171,29.692,36.451,"hypothetical protein","DUF1254 domain-containing protein","","","","","hypothetical protein",3.30302085044341,0,3.42770002535444,4.47060193782622,4.93979075490058,5.22693233628914,29.1046666666667,6.21016666666667,4.87910834300531,2.24357362526595,-2.63553471773936,3.39758533778103,"Downregulated"
"LKDHAOIP_01827",2.1804186414869,0.00121405228758165,40.407,33.822,33.186,16.359,15.719,18.778,"hypothetical protein","DUF3747 domain-containing protein","","","","","hypothetical protein",5.37180277593596,5.12192716138066,5.0953337221699,4.11761193572305,4.06341665413717,4.30582463948966,16.952,35.805,4.16228440978329,5.19635455316217,1.03407014337888,2.915762608385,"Upregulated"
"LKDHAOIP_01961",1.43665701992908,0.00644281045751627,9.8554,9.6633,13.665,2.8869,4.3665,2.2092,"hypothetical protein","glucose-6-phosphate dehydrogenase assembly protein OpcA","","","","","hypothetical protein",3.44034098227608,3.41458207678142,3.87430516598223,1.95861999129946,2.42398147761655,1.68221370237042,3.1542,11.0612333333333,2.02160505709548,3.57640940834658,1.5548043512511,2.19092464507234,"Upregulated"
"LKDHAOIP_02012",-2.46489341211672,0.000547385620915033,0,0,0,14.435,19.213,12.15,"hypothetical protein","F420-0:Gamma-glutamyl ligase","","","","","hypothetical protein",0,0,0,3.9481335778404,4.33721155633391,3.71699089440494,15.266,0,4.00077867619308,0,-4.00077867619308,3.26170661510872,"Downregulated"
"LKDHAOIP_02063",-1.31874771320381,0.00870261437908497,0,0,0,5.7738,9.6063,8.8366,"hypothetical protein","DUF3386 domain-containing protein","","","","","hypothetical protein",0,0,0,2.75996539113267,3.40684955579444,3.29815973723413,8.07223333333333,0,3.15499156138708,0,-3.15499156138708,2.06035026004264,"Downregulated"
"LKDHAOIP_02179",-1.98905304887721,0.00155228758169935,0,0,0,11.548,10.48,14.359,"hypothetical protein","hypothetical protein","","","","","hypothetical protein",0,0,0,3.64938552918152,3.52105073690096,3.94101238243044,12.129,0,3.70381621617097,0,-3.70381621617097,2.80902781685671,"Downregulated"
"LKDHAOIP_02230",2.05961323276797,0.0013774509803921,31.537,36.238,28.306,16.359,13.973,14.359,"hypothetical protein","CAAD domain-containing protein","","","","","hypothetical protein",5.02400933161854,5.21870368476674,4.87312416172154,4.11761193572305,3.90429140456056,3.94101238243044,14.897,32.027,3.98763857423802,5.03861239270227,1.05097381846426,2.86092384752084,"Upregulated"
"LKDHAOIP_02385",2.67535389745162,0.000464052287581618,48.291,47.109,47.827,21.171,18.339,27.614,"hypothetical protein","hypothetical protein","","","GO:0005515","protein binding","hypothetical protein",5.62325234512772,5.58823490657034,5.60960723436014,4.47060193782622,4.27344129133912,4.83864928345343,22.3746666666667,47.7423333333333,4.52756417087292,5.60703149535273,1.07946732447981,3.3334330820986,"Upregulated"
